247004124,,68,SC,3305,,,,,Roorkee,Uttarakhand
247004125,,,PREP-SC,6457,,,,,Roorkee,Uttarakhand
247004131,,,PREP-SC,7937,,,,,Roorkee,Uttarakhand
247004132,6041,164,gen,6041,,,,,Roorkee,Uttarakhand
247004133,,54,SC,5634,,,,,Roorkee,Uttarakhand
247004134,671,246,gen,671,IIT Roorkee,Data Science and Artificial Intelligence,,4,Roorkee,Uttarakhand
247004140,,,PREP-SC,1401,,,,,Roorkee,Uttarakhand
247004143,,,PREP-SC,1253,,,,,Roorkee,Uttarakhand
247004152,14938,130,OBC,3592,,,,,Roorkee,Uttarakhand
247004153,13477,134,gen,13477,,,,,Roorkee,Uttarakhand
247004159,7196,158,OBC,1492,IIT Ropar,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004160,,56,SC,5297,,,,,Roorkee,Uttarakhand
247004164,,74,SC,2750,IIT Jammu,Mathematics and Computing,,4,Roorkee,Uttarakhand
247004166,17549,124,gen,17549,,,,,Roorkee,Uttarakhand
247004169,959,233,OBC,144,IIT Delhi,Mathematics and Computing,,4,Roorkee,Uttarakhand
247004170,9123,149,gen,9123,IIT Ropar,Mathematics and Computing,,4,Roorkee,Uttarakhand
247004171,10276,144,gen,10276,,,,,Roorkee,Uttarakhand
247004172,6018,164,gen,6018,IIT Roorkee,Civil Engineering,,4,Roorkee,Uttarakhand
247004173,14,300,gen,14,IIT Bombay,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004174,14114,132,gen,14114,IIT Gandhinagar,Mechanical Engineering,,5,Roorkee,Uttarakhand
247004176,20965,117,EWS,3089,,,,,Roorkee,Uttarakhand
247004180,18254,122,OBC,4519,IIT Bhilai,Mechanical Engineering,,4,Roorkee,Uttarakhand
247004187,9514,147,OBC,2080,IIT Roorkee,Chemical Engineering,,4,Roorkee,Uttarakhand
247004190,,,PREP-SC,2343,,,,,Roorkee,Uttarakhand
247004193,,69,SC,3262,,,,,Roorkee,Uttarakhand
247004211,8613,151,gen,8613,IIT (BHU) Varanasi,Civil Engineering,,4,Roorkee,Uttarakhand
247004213,25485,109,gen,25485,,,,,Roorkee,Uttarakhand
247004217,,,PREP-SC,4619,,,,,Roorkee,Uttarakhand
247004222,,55,SC,5383,,,,,Roorkee,Uttarakhand
247004231,,71,ST,831,IIT (BHU) Varanasi,Mathematics and Computing,,5,Roorkee,Uttarakhand
247004232,13057,135,gen,13057,IIT Roorkee,Civil Engineering,,4,Roorkee,Uttarakhand
247004235,17615,124,EWS,2503,,,,,Roorkee,Uttarakhand
247004236,,,PREP-SC,7169,,,,,Roorkee,Uttarakhand
247004237,,106,OBC,7205,,,,,Roorkee,Uttarakhand
247004238,14224,132,gen,14224,,,,,Roorkee,Uttarakhand
247004242,25869,109,OBC,6785,IIT Jodhpur,Electrical Engineering,,4,Roorkee,Uttarakhand
247004244,21912,115,gen,21912,,,,,Roorkee,Uttarakhand
247004246,,,PREP-SC,1048,,,,,Roorkee,Uttarakhand
247004248,5811,166,gen,5811,IIT Delhi,Textile Technology,,4,Roorkee,Uttarakhand
247004249,1035,230,gen,1035,IIT Kanpur,Electrical Engineering,,4,Roorkee,Uttarakhand
247004251,17385,124,gen,17385,,,,,Roorkee,Uttarakhand
247004252,,,PREP-SC,3132,,,,,Roorkee,Uttarakhand
247004256,,,PREP-SC,5479,,,1,,Roorkee,Uttarakhand
247004263,,64,SC,3857,,,,,Roorkee,Uttarakhand
247004267,836,237,gen,836,IIT Guwahati,Data Science and Artificial Intelligence,,4,Roorkee,Uttarakhand
247004276,,102,EWS,4778,,,,,Roorkee,Uttarakhand
247004277,695,246,gen,695,IIT Bombay,Electrical Engineering,,5,Roorkee,Uttarakhand
247004278,5626,167,gen,5626,,,,,Roorkee,Uttarakhand
247004279,264,272,gen,264,IIT Kharagpur,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004286,24005,111,gen,24005,IIT Jammu,Materials Engineering,,4,Roorkee,Uttarakhand
247004295,16193,127,OBC,3946,IIT Guwahati,Biosciences and Bioengineering,,4,Roorkee,Uttarakhand
247004297,6162,164,SC,145,IIT Guwahati,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004303,,76,SC,2557,,,,,Roorkee,Uttarakhand
247004307,,,PREP-SC,6812,,,,,Roorkee,Uttarakhand
247004313,19940,119,gen,19940,,,,,Roorkee,Uttarakhand
247004315,4974,172,gen,4974,IIT Roorkee,Civil Engineering,,4,Roorkee,Uttarakhand
247004317,,99,EWS,5199,,,,,Roorkee,Uttarakhand
247004320,17807,123,OBC,4385,,,,,Roorkee,Uttarakhand
247004322,,,PREP-SC,5798,,,,,Roorkee,Uttarakhand
247004325,,,PREP-SC,2669,,,,,Roorkee,Uttarakhand
247004328,3207,188,gen,3207,IIT Kharagpur,Industrial and Systems Engineering,,4,Roorkee,Uttarakhand
247004329,625,246,gen,625,IIT Delhi,Electrical Engineering,,4,Roorkee,Uttarakhand
247004330,,,PREP-SC,4419,,,,,Roorkee,Uttarakhand
247004331,,84,SC,1955,IIT Ropar,Chemical Engineering,,4,Roorkee,Uttarakhand
247004332,,,PREP-SC,4546,,,,,Roorkee,Uttarakhand
247004338,7954,154,gen,7954,IIT (BHU) Varanasi,Civil Engineering,,4,Roorkee,Uttarakhand
247004339,179,281,gen,179,IIT Delhi,Computer Science and Engineering,,5,Roorkee,Uttarakhand
247004345,4273,178,EWS,474,IIT Delhi,Chemical Engineering,,4,Roorkee,Uttarakhand
247004348,20813,117,OBC,5248,,,,,Roorkee,Uttarakhand
247004350,,100,OBC,8773,,,,,Roorkee,Uttarakhand
247004354,,,PREP-SC,5608,,,,,Roorkee,Uttarakhand
247004356,4708,174,EWS,528,IIT (ISM) Dhanbad,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004360,,56,SC,5106,,,,,Roorkee,Uttarakhand
247004363,68,300,gen,68,IIT Bombay,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004365,10982,142,gen,10982,,,,,Roorkee,Uttarakhand
247004368,18966,121,gen,18966,IIT Ropar,Civil Engineering,,4,Roorkee,Uttarakhand
247004369,24367,111,OBC,6316,,,,,Roorkee,Uttarakhand
247004370,4896,173,OBC,940,IIT (BHU) Varanasi,Mathematics and Computing,,5,Roorkee,Uttarakhand
247004371,,60,SC,4598,,,,,Roorkee,Uttarakhand
247004375,17969,123,gen,17969,,,,,Roorkee,Uttarakhand
247004376,2006,205,gen,2006,IIT Guwahati,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004377,16415,126,gen,16415,,,,,Roorkee,Uttarakhand
247004387,,,PREP-ST,2425,,,,,Roorkee,Uttarakhand
247004390,22147,115,OBC,5649,IIT Jodhpur,Materials Engineering,,4,Roorkee,Uttarakhand
247004394,509,251,gen,509,IIT Kharagpur,Artificial Intelligence,,4,Roorkee,Uttarakhand
247004397,24242,111,gen,24242,,,,,Roorkee,Uttarakhand
247004398,4144,179,gen,4144,IIT Goa,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004402,18163,123,gen,18163,,,,,Roorkee,Uttarakhand
247004403,,102,SC,1038,,,,,Roorkee,Uttarakhand
247004404,10029,145,gen,10029,,,,,Roorkee,Uttarakhand
247004405,,68,SC,3379,,,,,Roorkee,Uttarakhand
247004407,,104,EWS,4498,,,,,Roorkee,Uttarakhand
247004408,16619,126,gen,16619,,,,,Roorkee,Uttarakhand
247004413,,81,ST,554,IIT Ropar,Electrical Engineering,,4,Roorkee,Uttarakhand
247004414,8794,150,gen,8794,IIT Kharagpur,Ocean Engineering and Naval Architecture,,4,Roorkee,Uttarakhand
247004415,19813,119,gen,19813,,,,,Roorkee,Uttarakhand
247004417,,,PREP-SC,2305,,,,,Roorkee,Uttarakhand
247004421,,58,SC,4778,,,1,,Roorkee,Uttarakhand
247004424,15168,129,gen,15168,,,,,Roorkee,Uttarakhand
247004427,8915,149,OBC,1942,IIT Delhi,Production and Industrial Engineering,,4,Roorkee,Uttarakhand
247004428,1158,227,gen,1158,IIT Ropar,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004430,,,PREP-SC,2575,,,,,Roorkee,Uttarakhand
247004435,22982,113,gen,22982,,,,,Roorkee,Uttarakhand
247004436,18997,121,gen,18997,,,,,Roorkee,Uttarakhand
247004437,23236,113,gen,23236,,,,,Roorkee,Uttarakhand
247004439,,81,SC,2191,,,,,Roorkee,Uttarakhand
247004444,18028,123,OBC,4457,IIT Bhilai,Mechanical Engineering,,4,Roorkee,Uttarakhand
247004446,,,PREP-ST,2898,,,,,Roorkee,Uttarakhand
247004447,12993,135,gen,12993,,,,,Roorkee,Uttarakhand
247004448,5300,170,gen,5300,IIT Roorkee,Production and Industrial Engineering,,4,Roorkee,Uttarakhand
247004449,8094,153,gen,8094,IIT Jammu,Electrical Engineering,,4,Roorkee,Uttarakhand
247004453,14836,130,gen,14836,,,,,Roorkee,Uttarakhand
247004460,8838,150,gen,8838,,,,,Roorkee,Uttarakhand
247004462,1342,221,gen,1342,IIT Delhi,Mechanical Engineering,,4,Roorkee,Uttarakhand
247004463,11145,141,gen,11145,,,,,Roorkee,Uttarakhand
247004465,19284,120,gen,19284,,,,,Roorkee,Uttarakhand
247004469,23570,112,gen,23570,,,,,Roorkee,Uttarakhand
247004470,17401,124,gen,17401,,,,,Roorkee,Uttarakhand
247004472,5444,168,gen,5444,IIT Roorkee,Civil Engineering,,4,Roorkee,Uttarakhand
247004475,11699,139,gen,11699,,,,,Roorkee,Uttarakhand
247004478,4389,177,gen,4389,IIT Roorkee,Chemical Engineering,,4,Roorkee,Uttarakhand
247004486,24908,110,gen,24908,,,,,Roorkee,Uttarakhand
247004490,2977,192,gen,2977,IIT Delhi,Production and Industrial Engineering,,4,Roorkee,Uttarakhand
247004491,,,PREP-SC,6356,,,,,Roorkee,Uttarakhand
247004493,22608,114,gen,22608,,,,,Roorkee,Uttarakhand
247004500,17449,124,gen,17449,,,,,Roorkee,Uttarakhand
247004502,20559,118,gen,20559,,,,,Roorkee,Uttarakhand
247004503,22,300,gen,22,IIT Bombay,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004507,5231,170,gen,5231,,,,,Roorkee,Uttarakhand
247004510,,,PREP-ST,1671,,,,,Roorkee,Uttarakhand
247004511,,65,SC,3751,IIT Patna,Economics,,4,Roorkee,Uttarakhand
247004513,21564,116,EWS,3213,IIT Jammu,Mechanical Engineering,1,4,Roorkee,Uttarakhand
247004514,8271,152,gen,8271,,,,,Roorkee,Uttarakhand
247004521,6141,164,gen,6141,IIT Guwahati,Electronics and Electrical Engineering,,4,Roorkee,Uttarakhand
247004527,19002,121,gen,19002,,,,,Roorkee,Uttarakhand
247004529,,,PREP-SC,7614,,,,,Roorkee,Uttarakhand
247004530,,,PREP-SC,7217,,,,,Roorkee,Uttarakhand
247004531,153,281,gen,153,IIT Delhi,Computer Science and Engineering,,5,Roorkee,Uttarakhand
247004532,,,PREP-SC,7180,,,,,Roorkee,Uttarakhand
247004533,5686,167,gen,5686,IIT Guwahati,Engineering Physics,,4,Roorkee,Uttarakhand
247004534,18578,122,gen,18578,,,,,Roorkee,Uttarakhand
247004535,,60,SC,4490,,,,,Roorkee,Uttarakhand
247004541,,82,SC,2070,IIT (BHU) Varanasi,Chemical Engineering,,4,Roorkee,Uttarakhand
247004544,10040,145,OBC,2214,IIT Roorkee,Chemical Engineering,,4,Roorkee,Uttarakhand
247004547,,84,SC,1906,IIT Mandi,Mechanical Engineering,,4,Roorkee,Uttarakhand
247004549,15170,129,gen,15170,,,,,Roorkee,Uttarakhand
247004550,4992,172,EWS,563,IIT Ropar,Artificial Intelligence and Data Engineering,,4,Roorkee,Uttarakhand
247004551,,74,SC,2758,,,,,Roorkee,Uttarakhand
247004552,11234,141,gen,11234,,,,,Roorkee,Uttarakhand
247004554,18176,123,gen,18176,,,,,Roorkee,Uttarakhand
247004556,,,PREP-SC,3187,,,,,Roorkee,Uttarakhand
247004557,22034,115,gen,22034,,,,,Roorkee,Uttarakhand
247004558,,,PREP-SC,7026,,,,,Roorkee,Uttarakhand
247004559,465,258,gen,465,IIT Roorkee,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004563,,62,SC,4253,,,,,Roorkee,Uttarakhand
247004568,,98,ST,242,IIT Ropar,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004569,757,242,gen,757,IIT Madras,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004570,2014,205,gen,2014,,,,,Roorkee,Uttarakhand
247004571,373,265,ST,2,IIT Bombay,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004572,6310,163,EWS,735,IIT Jammu,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004575,,105,EWS,4353,,,,,Roorkee,Uttarakhand
247004577,,,PREP-SC,60,,,,,Roorkee,Uttarakhand
247004583,2077,205,gen,2077,IIT Guwahati,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004584,,92,SC,1466,IIT Kanpur,Civil Engineering,,4,Roorkee,Uttarakhand
247004585,,55,SC,5449,,,,,Roorkee,Uttarakhand
247004586,19500,120,SC,576,IIT Patna,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004588,10055,145,OBC,2220,IIT Roorkee,Civil Engineering,,4,Roorkee,Uttarakhand
247004590,,58,ST,1406,,,,,Roorkee,Uttarakhand
247004591,17127,125,EWS,2425,,,,,Roorkee,Uttarakhand
247004592,,,PREP-SC,4246,,,,,Roorkee,Uttarakhand
247004593,1707,212,gen,1707,IIT Ropar,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004594,1681,214,EWS,155,IIT Delhi,Electrical Engineering,,4,Roorkee,Uttarakhand
247004599,16390,127,gen,16390,IIT Jammu,Materials Engineering,,4,Roorkee,Uttarakhand
247004603,11374,140,OBC,2579,IIT Ropar,Electrical Engineering,,4,Roorkee,Uttarakhand
247004604,,,PREP-ST,1019,,,,,Roorkee,Uttarakhand
247004605,3836,182,gen,3836,IIT Mandi,B.Tech in Mathematics and Computing,,4,Roorkee,Uttarakhand
247004606,1696,214,OBC,273,,,,,Roorkee,Uttarakhand
247004608,16151,127,gen,16151,,,,,Roorkee,Uttarakhand
247004609,16237,127,gen,16237,,,,,Roorkee,Uttarakhand
247005002,13373,134,gen,13373,,,,,Roorkee,Uttarakhand
247005003,,,PREP-SC,4511,,,,,Roorkee,Uttarakhand
247005005,14774,130,gen,14774,IIT Jammu,Chemical Engineering,,4,Roorkee,Uttarakhand
247005007,307,265,gen,307,IIT Bombay,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247005008,20136,118,gen,20136,,,,,Roorkee,Uttarakhand
247005009,1095,230,gen,1095,,,,,Roorkee,Uttarakhand
247005010,,100,OBC,8764,,,,,Roorkee,Uttarakhand
247005018,24351,111,gen,24351,,,,,Roorkee,Uttarakhand
247005019,17195,125,gen,17195,,,,,Roorkee,Uttarakhand
247005022,25617,109,ST,199,IIT Roorkee,Electronics and Communication Engineering,,4,Roorkee,Uttarakhand
247005024,,106,EWS,4292,,,,,Roorkee,Uttarakhand
247005025,25637,109,gen,25637,,,,,Roorkee,Uttarakhand
247005027,3556,185,gen,3556,IIT Mandi,Data Science and Engineering,,4,Roorkee,Uttarakhand
247005030,,98,EWS,5378,,,,,Roorkee,Uttarakhand
247005033,18862,121,gen,18862,,,,,Roorkee,Uttarakhand
247005035,5837,166,OBC,1161,IIT Delhi,Chemical Engineering,,4,Roorkee,Uttarakhand
247005037,3626,184,gen,3626,IIT Ropar,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247005039,6667,161,gen,6667,IIT Mandi,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247005041,5923,165,gen,5923,,,,,Roorkee,Uttarakhand
247005042,,,PREP-SC,2705,,,,,Roorkee,Uttarakhand
247005044,1553,216,gen,1553,IIT Bombay,Mechanical Engineering,,4,Roorkee,Uttarakhand
247005045,12147,138,OBC,2783,IIT Bhubaneswar,Electrical Engineering,,4,Roorkee,Uttarakhand
247005054,,,PREP-SC,12,,,,,Roorkee,Uttarakhand
247005057,19260,120,gen,19260,,,,,Roorkee,Uttarakhand
247005059,,99,SC,1155,IIT Patna,Mathematics and Computing,,4,Roorkee,Uttarakhand
247005061,7406,156,gen,7406,,,,,Roorkee,Uttarakhand
247005062,11859,139,gen,11859,IIT Ropar,Electrical Engineering,,4,Roorkee,Uttarakhand
247005063,,103,OBC,7905,,,,,Roorkee,Uttarakhand
247005066,22563,114,OBC,5766,,,,,Roorkee,Uttarakhand
247005074,21588,116,gen,21588,,,,,Roorkee,Uttarakhand
247005075,7331,157,gen,7331,IIT Ropar,Mechanical Engineering,,4,Roorkee,Uttarakhand
247005080,5661,167,gen,5661,IIT Kanpur,Civil Engineering,,4,Roorkee,Uttarakhand
247005090,17263,125,gen,17263,,,,,Roorkee,Uttarakhand
247005095,22074,115,gen,22074,,,,,Roorkee,Uttarakhand
247005096,21284,116,gen,21284,,,,,Roorkee,Uttarakhand
247005099,,58,SC,4841,,,,,Roorkee,Uttarakhand
247005100,,,PREP-SC,6006,,,,,Roorkee,Uttarakhand
247005102,,90,SC,1522,IIT Madras,Aerospace Engineering,,4,Roorkee,Uttarakhand
247005103,,91,ST,351,IIT Bombay,Industrial Engineering and Operations Research,,4,Roorkee,Uttarakhand
247005120,8312,152,gen,8312,IIT Indore,Civil Engineering,,4,Roorkee,Uttarakhand
247005124,,,PREP-SC,4673,,,,,Roorkee,Uttarakhand
247005127,24314,111,gen,24314,,,,,Roorkee,Uttarakhand
247005128,23757,112,gen,23757,,,,,Roorkee,Uttarakhand
247005131,,102,SC,1056,IIT Patna,Artificial Intelligence and Data Science,,4,Roorkee,Uttarakhand
247005133,16393,127,gen,16393,,,,,Roorkee,Uttarakhand
247005134,8310,152,gen,8310,IIT Jammu,Electrical Engineering,,4,Roorkee,Uttarakhand
247005136,,,PREP-SC,7903,,,,,Roorkee,Uttarakhand
247005138,2656,196,gen,2656,IIT Ropar,Artificial Intelligence and Data Engineering,,4,Roorkee,Uttarakhand
247005139,4629,175,gen,4629,,,,,Roorkee,Uttarakhand
247005140,21614,116,OBC,5476,,,,,Roorkee,Uttarakhand
247005146,,,PREP-SC,142,,,,,Roorkee,Uttarakhand
247005148,484,258,gen,484,IIT Guwahati,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247005160,24698,110,gen,24698,,,,,Roorkee,Uttarakhand
247005162,926,233,gen,926,IIT Kanpur,Mathematics and Scientific Computing,,4,Roorkee,Uttarakhand
247005163,3378,187,gen,3378,IIT Ropar,Mathematics and Computing,,4,Roorkee,Uttarakhand
247006002,,,PREP-CRL-PwD,366,IIT Roorkee,Mechanical Engineering,,4,Roorkee,Uttarakhand
247006004,,,OBCPwD,41,IIT Delhi,Mechanical Engineering,,4,Roorkee,Uttarakhand
247006015,18107,123,OBC,4479,,,,,Roorkee,Uttarakhand
247006019,,68,SC,3373,,,,,Roorkee,Uttarakhand
247006022,10969,142,OBC,2453,IIT Ropar,Electrical Engineering,,4,Roorkee,Uttarakhand
247006024,,,PREP-SC,2847,,,,,Roorkee,Uttarakhand
247006027,,,PREP-SC,1588,,,,,Roorkee,Uttarakhand
247006029,2634,196,gen,2634,,,,,Roorkee,Uttarakhand
247006037,3912,181,EWS,417,IIT Delhi,Mathematics and Computing,,4,Roorkee,Uttarakhand
247006039,,,PREP-SC,49,,,,,Roorkee,Uttarakhand
247006042,,,PREP-SC,3370,,,,,Roorkee,Uttarakhand
247006052,20690,118,SC,623,IIT Mandi,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247006056,,,PREP-SC,1323,,,,,Roorkee,Uttarakhand
247006057,10173,145,gen,10173,IIT Ropar,Civil Engineering,,4,Roorkee,Uttarakhand
247006059,,,PREP-SC,4380,,,,,Roorkee,Uttarakhand
247006067,20157,118,OBC,5070,IIT (ISM) Dhanbad,Mining Engineering,,4,Roorkee,Uttarakhand
247006073,,,PREP-SC,4425,,,,,Roorkee,Uttarakhand
247006080,,75,SC,2698,IIT Guwahati,Energy Engineering,,4,Roorkee,Uttarakhand
247006082,,,PREP-SC,5410,,,,,Roorkee,Uttarakhand
247006083,,99,SC,1196,IIT (BHU) Varanasi,Mechanical Engineering,,4,Roorkee,Uttarakhand
247006085,14230,132,gen,14230,,,,,Roorkee,Uttarakhand
247006099,,,PREP-SC,2338,,,,,Roorkee,Uttarakhand
247006102,,,PREP-SC,4096,,,,,Roorkee,Uttarakhand
247006103,,57,SC,4979,,,,,Roorkee,Uttarakhand
247006106,,62,SC,4202,,,,,Roorkee,Uttarakhand
247006108,,,PREP-SC,4692,,,,,Roorkee,Uttarakhand
247006112,,,PREP-SC,2771,,,,,Roorkee,Uttarakhand
247006115,,102,SC,1050,IIT Kanpur,Electrical Engineering,,4,Roorkee,Uttarakhand
247006117,,72,SC,2927,IIT Roorkee,Metallurgical and Materials Engineering,,4,Roorkee,Uttarakhand
247006125,,,PREP-SC,4930,,,,,Roorkee,Uttarakhand
247006130,4371,177,gen,4371,IIT Patna,B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya),,5,Roorkee,Uttarakhand
247006134,13905,132,gen,13905,,,,,Roorkee,Uttarakhand
247006136,,104,EWS,4500,,,,,Roorkee,Uttarakhand
247006141,16198,127,EWS,2255,,,,,Roorkee,Uttarakhand
247006142,,,PREP-SC,2884,,,,,Roorkee,Uttarakhand
247006143,,105,EWS,4388,,,,,Roorkee,Uttarakhand
247006151,,,PREP-SC,2583,,,,,Roorkee,Uttarakhand
247006157,,,PREP-SC,1632,,,,,Roorkee,Uttarakhand
247006160,25556,109,gen,25556,,,,,Roorkee,Uttarakhand
247006164,8091,153,gen,8091,,,,,Roorkee,Uttarakhand
247006167,7942,154,EWS,977,IIT Kanpur,Civil Engineering,,4,Roorkee,Uttarakhand
247006169,,,PREP-SC,8090,,,,,Roorkee,Uttarakhand
247006171,,,PREP-SC,618,,,,,Roorkee,Uttarakhand
247006174,,,PREP-SC,7049,,,,,Roorkee,Uttarakhand
247006186,,57,SC,5061,,,,,Roorkee,Uttarakhand
247006189,,,PREP-SC,7179,,,,,Roorkee,Uttarakhand
247006192,,,PREP-SC,1341,,,,,Roorkee,Uttarakhand
247006196,10752,142,OBC,2400,IIT Ropar,Electrical Engineering,,4,Roorkee,Uttarakhand
247006204,,,PREP-SC,864,,,,,Roorkee,Uttarakhand
247006215,,,PREP-SC,1017,,,,,Roorkee,Uttarakhand
247006219,,,PREP-SC,4573,,,,,Roorkee,Uttarakhand
247006224,,,PREP-SC,460,,,,,Roorkee,Uttarakhand
247006229,14744,130,gen,14744,,,,,Roorkee,Uttarakhand
247006233,7963,154,gen,7963,IIT Jammu,Electrical Engineering,,4,Roorkee,Uttarakhand
247006236,24121,111,gen,24121,,,,,Roorkee,Uttarakhand
247006240,,57,SC,5083,,,,,Roorkee,Uttarakhand
247006242,,,PREP-SC,7046,,,,,Roorkee,Uttarakhand
247006243,14012,132,gen,14012,,,,,Roorkee,Uttarakhand
247006247,,,PREP-SC,5830,,,,,Roorkee,Uttarakhand
247006264,,,PREP-SC,1335,,,,,Roorkee,Uttarakhand
247006265,19946,119,gen,19946,,,,,Roorkee,Uttarakhand
247006273,18410,122,gen,18410,,,,,Roorkee,Uttarakhand
247006275,24911,110,gen,24911,,,,,Roorkee,Uttarakhand
247006277,,60,SC,4455,,,,,Roorkee,Uttarakhand
247006280,,56,SC,5125,,,,,Roorkee,Uttarakhand
247006283,,62,SC,4248,,,,,Roorkee,Uttarakhand
247006285,,64,SC,3998,,,,,Roorkee,Uttarakhand
247006290,25088,110,EWS,3849,,,,,Roorkee,Uttarakhand
247006294,7990,154,gen,7990,IIT Madras,Chemical Engineering,,4,Roorkee,Uttarakhand
247006296,,99,EWS,5107,,,,,Roorkee,Uttarakhand
247006300,,,PREP-SC,902,,,,,Roorkee,Uttarakhand
247006304,9577,147,gen,9577,,,,,Roorkee,Uttarakhand
247006308,,,PREP-SC,1385,,,,,Roorkee,Uttarakhand
247006310,12476,137,EWS,1673,,,,,Roorkee,Uttarakhand
247006311,9928,146,OBC,2189,IIT Roorkee,Chemical Engineering,,4,Roorkee,Uttarakhand
247006313,,,PREP-ST,1711,,,,,Roorkee,Uttarakhand
247006314,21100,117,OBC,5331,,,,,Roorkee,Uttarakhand
247006319,5901,166,OBC,1177,IIT Delhi,Chemical Engineering,,4,Roorkee,Uttarakhand
247006322,,,PREP-SC,1701,,,,,Roorkee,Uttarakhand
247006324,,,PREP-SC,4179,,,,,Roorkee,Uttarakhand
247006325,6875,160,OBC,1416,IIT Jodhpur,Artificial Intelligence and Data Science,,4,Roorkee,Uttarakhand
247006326,,,PREP-ST,1202,,,,,Roorkee,Uttarakhand
247006331,,,PREP-SC,2562,,,,,Roorkee,Uttarakhand
247006338,9530,147,gen,9530,,,,,Roorkee,Uttarakhand
247006347,20976,117,gen,20976,,,,,Roorkee,Uttarakhand
247006348,20231,118,gen,20231,,,,,Roorkee,Uttarakhand
247006352,,,PREP-SC,3945,,,,,Roorkee,Uttarakhand
247006354,,80,SC,2230,IIT Guwahati,Biosciences and Bioengineering,,4,Roorkee,Uttarakhand
247006355,23806,112,gen,23806,,,,,Roorkee,Uttarakhand
247006361,,,PREP-SC,6836,,,,,Roorkee,Uttarakhand
247006362,14014,132,EWS,1902,IIT Ropar,Civil Engineering,,4,Roorkee,Uttarakhand
247006373,22809,113,gen,22809,,,,,Roorkee,Uttarakhand
247006375,,,PREP-SC,4185,,,,,Roorkee,Uttarakhand
247006381,10198,145,gen,10198,IIT Patna,Mechanical Engineering,,4,Roorkee,Uttarakhand
247006389,,,PREP-SC,7508,,,,,Roorkee,Uttarakhand
247006391,11465,140,gen,11465,IIT (ISM) Dhanbad,Civil Engineering,,4,Roorkee,Uttarakhand
