245031103,372,265,gen,372,IIT Kharagpur,Computer Science and Engineering,,4,Ranchi,Jharkhand
245031106,23151,113,EWS,3492,,,,,Ranchi,Jharkhand
245031109,3800,183,gen,3800,IIT Kharagpur,Industrial and Systems Engineering,,4,Ranchi,Jharkhand
245031111,23743,112,gen,23743,,,,,Ranchi,Jharkhand
245031112,,,PREP-SC,7530,,,,,Ranchi,Jharkhand
245031114,,98,OBC,9246,,,,,Ranchi,Jharkhand
245031117,,101,EWS,4852,,,,,Ranchi,Jharkhand
245031124,5075,172,gen,5075,IIT Kanpur,Civil Engineering,,4,Ranchi,Jharkhand
245031129,25831,109,gen,25831,,,,,Ranchi,Jharkhand
245031131,13115,135,gen,13115,,,,,Ranchi,Jharkhand
245031135,10225,144,OBC,2262,IIT Roorkee,Economics,,5,Ranchi,Jharkhand
245031141,7638,155,OBC,1596,IIT (ISM) Dhanbad,Mathematics and Computing,,4,Ranchi,Jharkhand
245031145,14272,132,OBC,3387,IIT (BHU) Varanasi,Chemical Engineering,,4,Ranchi,Jharkhand
245031151,,,PREP-ST,1124,,,,,Ranchi,Jharkhand
245031161,3265,188,SC,78,IIT Kanpur,Computer Science and Engineering,,4,Ranchi,Jharkhand
245031164,18339,122,gen,18339,,,,,Ranchi,Jharkhand
245031168,10872,142,gen,10872,IIT (ISM) Dhanbad,Electronics and Communication Engineering,,4,Ranchi,Jharkhand
245031174,6974,159,gen,6974,IIT (BHU) Varanasi,Chemical Engineering,,4,Ranchi,Jharkhand
245031175,1017,230,OBC,155,IIT Kharagpur,Computer Science and Engineering,,4,Ranchi,Jharkhand
245031176,13644,133,OBC,3221,IIT Kharagpur,Metallurgical and Materials Engineering,,4,Ranchi,Jharkhand
245031185,,,PREP-ST,2353,,,,,Ranchi,Jharkhand
245031188,21740,115,OBC,5518,IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology,,5,Ranchi,Jharkhand
245031189,,100,OBC,8519,IIT Kharagpur,Mining Engineering,,4,Ranchi,Jharkhand
245031192,10775,142,OBC,2407,IIT Roorkee,Energy Engineering,,4,Ranchi,Jharkhand
245031197,14465,131,EWS,1989,IIT (BHU) Varanasi,Ceramic Engineering,,4,Ranchi,Jharkhand
245031201,,,PREP-ST,2807,,,,,Ranchi,Jharkhand
245031203,305,265,gen,305,IIT Bombay,Computer Science and Engineering,,4,Ranchi,Jharkhand
245031204,,59,SC,4690,,,,,Ranchi,Jharkhand
245031206,,71,SC,3024,,,,,Ranchi,Jharkhand
245031213,20613,118,gen,20613,,,,,Ranchi,Jharkhand
245031219,6829,160,gen,6829,IIT Kanpur,Mechanical Engineering,,4,Ranchi,Jharkhand
245031222,2403,199,EWS,229,IIT (ISM) Dhanbad,Computer Science and Engineering,,4,Ranchi,Jharkhand
245032007,,99,OBC,8931,,,,,Ranchi,Jharkhand
245032019,,98,ST,282,IIT Guwahati,Electronics and Communication Engineering,,4,Ranchi,Jharkhand
245032020,,62,SC,4287,,,,,Ranchi,Jharkhand
245032026,,,PREP-SC,6885,,,,,Ranchi,Jharkhand
245032027,,,PREP-ST,1652,,,,,Ranchi,Jharkhand
245032043,,,PREP-SC,7523,,,,,Ranchi,Jharkhand
245032046,,,PREP-ST,3103,,,,,Ranchi,Jharkhand
245032050,12927,135,gen,12927,IIT Kanpur,Materials Science and Engineering,,4,Ranchi,Jharkhand
245032052,,86,SC,1895,,,,,Ranchi,Jharkhand
245032065,,68,SC,3476,,,,,Ranchi,Jharkhand
245032066,23067,113,gen,23067,,,,,Ranchi,Jharkhand
245032073,19375,120,gen,19375,,,,,Ranchi,Jharkhand
245032076,,,PREP-ST,866,,,,,Ranchi,Jharkhand
245032083,,,PREP-ST,1073,,,,,Ranchi,Jharkhand
245032095,18124,123,OBC,4483,,,,,Ranchi,Jharkhand
245032098,,98,OBC,9212,,,,,Ranchi,Jharkhand
245032106,11207,141,EWS,1478,IIT Kharagpur,Physics,,4,Ranchi,Jharkhand
245032113,20663,118,SC,621,,,,,Ranchi,Jharkhand
245032115,,69,SC,3242,,,,,Ranchi,Jharkhand
245032121,17214,125,gen,17214,,,,,Ranchi,Jharkhand
245032123,,58,ST,1455,,,,,Ranchi,Jharkhand
245032125,,,PREP-ST,1427,,,,,Ranchi,Jharkhand
245032130,,68,ST,993,IIT Guwahati,Chemical Science and Technology,,4,Ranchi,Jharkhand
245032133,6942,159,gen,6942,,,,,Ranchi,Jharkhand
245032136,23567,112,gen,23567,,,,,Ranchi,Jharkhand
245032150,,,PREP-ST,1906,,,,,Ranchi,Jharkhand
245032153,,59,SC,4682,,,,,Ranchi,Jharkhand
245032163,19046,121,EWS,2737,,,,,Ranchi,Jharkhand
245032167,7795,155,gen,7795,IIT (ISM) Dhanbad,Petroleum Engineering,,4,Ranchi,Jharkhand
245032168,,76,SC,2600,IIT Kanpur,Chemistry,,4,Ranchi,Jharkhand
245032173,,,PREP-SC,2690,,,,,Ranchi,Jharkhand
245032175,,103,EWS,4685,,,,,Ranchi,Jharkhand
245032177,,,PREP-ST,1201,,,,,Ranchi,Jharkhand
245032185,,98,OBC,9005,,,,,Ranchi,Jharkhand
245032188,12978,135,gen,12978,IIT (ISM) Dhanbad,Mining Engineering,,4,Ranchi,Jharkhand
245032191,,108,OBC,6942,,,,,Ranchi,Jharkhand
245032193,23983,112,gen,23983,,,,,Ranchi,Jharkhand
245032202,,,PREP-SC,1667,,,,,Ranchi,Jharkhand
245032210,,,PREP-ST,3222,,,,,Ranchi,Jharkhand
245032211,14997,130,gen,14997,,,,,Ranchi,Jharkhand
245032216,17328,124,OBC,4257,IIT (ISM) Dhanbad,Chemical Engineering,,4,Ranchi,Jharkhand
245032225,,,PREP-ST,1769,,,,,Ranchi,Jharkhand
245032239,,82,SC,2022,,,,,Ranchi,Jharkhand
245032245,19403,120,OBC,4858,,,,,Ranchi,Jharkhand
245032248,8356,152,gen,8356,IIT (ISM) Dhanbad,Mechanical Engineering,,4,Ranchi,Jharkhand
245032256,,,PREP-ST,3081,,,,,Ranchi,Jharkhand
245032262,,,PREP-ST,333,,,,,Ranchi,Jharkhand
245032271,,108,EWS,4013,,,,,Ranchi,Jharkhand
245032286,2118,203,gen,2118,IIT Bombay,Chemical Engineering,,4,Ranchi,Jharkhand
245032291,6471,162,gen,6471,IIT Bhilai,Computer Science and Engineering,,4,Ranchi,Jharkhand
245032295,11086,141,OBC,2492,IIT (ISM) Dhanbad,Electrical Engineering,,4,Ranchi,Jharkhand
245032296,12585,136,gen,12585,IIT (ISM) Dhanbad,Civil Engineering,,4,Ranchi,Jharkhand
245032309,22107,115,gen,22107,,,,,Ranchi,Jharkhand
245032314,3034,191,gen,3034,IIT (BHU) Varanasi,Electrical Engineering,,4,Ranchi,Jharkhand
245032342,,104,OBC,7719,,,,,Ranchi,Jharkhand
245032344,4697,175,SC,113,IIT Kharagpur,Computer Science and Engineering,,4,Ranchi,Jharkhand
245032353,,,PREP-SC,2861,,,,,Ranchi,Jharkhand
245032358,,,PREP-SC,7327,,,,,Ranchi,Jharkhand
245032366,20149,118,OBC,5068,,,,,Ranchi,Jharkhand
245032367,,,PREP-SC,1748,,,,,Ranchi,Jharkhand
245032370,14208,132,gen,14208,,,,,Ranchi,Jharkhand
245032375,2259,202,gen,2259,IIT Kharagpur,Electronics and Electrical Communication Engineering,1,4,Ranchi,Jharkhand
245032380,5318,169,gen,5318,IIT (ISM) Dhanbad,Electronics and Communication Engineering,,4,Ranchi,Jharkhand
245032386,,101,EWS,4867,,,,,Ranchi,Jharkhand
245032388,1996,207,gen,1996,IIT Guwahati,Electronics and Electrical Engineering,,4,Ranchi,Jharkhand
245033003,,85,ST,428,IIT Kanpur,Mechanical Engineering,,4,Ranchi,Jharkhand
245033006,,101,OBC,8473,,,,,Ranchi,Jharkhand
245033010,15694,128,OBC,3815,,,,,Ranchi,Jharkhand
245033015,,58,ST,1474,,,,,Ranchi,Jharkhand
245033016,,100,OBC,8686,,,,,Ranchi,Jharkhand
245033022,10935,142,gen,10935,IIT Palakkad,Mechanical Engineering,,4,Ranchi,Jharkhand
245033028,10058,145,gen,10058,IIT Kanpur,Earth Sciences,,4,Ranchi,Jharkhand
245033031,,100,OBC,8565,,,,,Ranchi,Jharkhand
245033035,,,PREP-ST,2497,,,,,Ranchi,Jharkhand
245033036,,,PREP-SC,4376,,,,,Ranchi,Jharkhand
245033047,23874,112,OBC,6169,,,,,Ranchi,Jharkhand
245033048,,100,OBC,8789,,,,,Ranchi,Jharkhand
245033064,,,PREP-ST,3188,,,,,Ranchi,Jharkhand
245033075,7685,155,OBC,1614,IIT Patna,Mathematics and Computing,,4,Ranchi,Jharkhand
245033077,,,PREP-ST,1377,,,,,Ranchi,Jharkhand
245033085,9544,147,EWS,1224,IIT Guwahati,Biosciences and Bioengineering,,4,Ranchi,Jharkhand
245033088,,103,OBC,7869,,,,,Ranchi,Jharkhand
245033092,,,PREP-ST,2433,,,,,Ranchi,Jharkhand
245033094,21078,117,OBC,5323,IIT (ISM) Dhanbad,Mining Engineering,,4,Ranchi,Jharkhand
245033097,25473,109,OBC,6669,,,,,Ranchi,Jharkhand
245033098,,95,SC,1365,IIT Bombay,Metallurgical Engineering and Materials Science,,4,Ranchi,Jharkhand
245033102,20485,118,OBC,5161,IIT (BHU) Varanasi,Mining Engineering,,5,Ranchi,Jharkhand
245033119,,,PREP-SC,2499,,,,,Ranchi,Jharkhand
245033120,,,PREP-ST,2651,,,,,Ranchi,Jharkhand
245033126,,60,SC,4506,,,,,Ranchi,Jharkhand
245033133,,101,OBC,8429,IIT (ISM) Dhanbad,Mining Engineering,,4,Ranchi,Jharkhand
245033143,8324,152,gen,8324,IIT Bombay,Metallurgical Engineering and Materials Science,,4,Ranchi,Jharkhand
245033148,,,PREP-ST,1912,,,,,Ranchi,Jharkhand
245033150,,71,SC,3075,IIT Patna,Chemical Science and Technology,,4,Ranchi,Jharkhand
245033165,3168,189,gen,3168,IIT Delhi,Materials Engineering,,4,Ranchi,Jharkhand
245033173,25692,109,OBC,6734,,,,,Ranchi,Jharkhand
245033175,25796,109,OBC,6766,,,,,Ranchi,Jharkhand
245033183,2336,200,gen,2336,IIT Kharagpur,Instrumentation Engineering,,4,Ranchi,Jharkhand
245033187,,,PREP-ST,891,,,,,Ranchi,Jharkhand
245033190,14308,131,OBC,3402,IIT Kanpur,Biological Sciences and Bioengineering,,4,Ranchi,Jharkhand
245033192,18424,122,gen,18424,,,,,Ranchi,Jharkhand
245033196,,102,OBC,8180,,,,,Ranchi,Jharkhand
245034013,,,PREP-OBC-PwD,113,,,,,Balasore,Odisha
245034015,15159,129,EWSPwD,5,IIT Kharagpur,Electronics and Electrical Communication Engineering,,4,Balasore,Odisha
245034022,10095,145,gen,10095,IIT Mandi,Civil Engineering,,4,Balasore,Odisha
245034025,,,PREP-SC,7636,,,,,Balasore,Odisha
245034031,,,PREP-SC,7970,,,,,Balasore,Odisha
245034037,,54,ST,1797,,,,,Balasore,Odisha
245034041,,,PREP-SC,8040,,,,,Balasore,Odisha
245034042,,,PREP-ST,1497,,,,,Balasore,Odisha
245034044,20530,118,gen,20530,,,,,Balasore,Odisha
245034062,,62,SC,4228,,,,,Balasore,Odisha
245034067,5134,171,OBC,991,IIT Hyderabad,Computational Engineering,,4,Balasore,Odisha
245034071,,,PREP-SC,6319,,,,,Balasore,Odisha
245034072,16960,125,EWS,2395,IIT Jodhpur,Physics with Specialization,,4,Balasore,Odisha
245034077,,57,SC,4908,,,1,,Balasore,Odisha
245034090,6717,160,gen,6717,IIT Bhubaneswar,Computer Science and Engineering,,4,Balasore,Odisha
245034091,,,PREP-SC,3137,,,,,Balasore,Odisha
245034100,10705,142,gen,10705,IIT Kharagpur,Agricultural and Food Engineering,,4,Balasore,Odisha
245034102,,55,SC,5401,,,,,Balasore,Odisha
245034109,,,PREP-ST,3070,,,,,Balasore,Odisha
245034116,12984,135,gen,12984,,,,,Balasore,Odisha
245034119,,57,SC,4932,,,,,Balasore,Odisha
245034128,,,PREP-SC,5122,,,,,Balasore,Odisha
245035018,,55,ST,1606,,,,,Balasore,Odisha
245035026,,,PREP-SC,3701,,,,,Balasore,Odisha
245035028,,,PREP-ST,1308,,,,,Balasore,Odisha
245035029,25833,109,gen,25833,,,,,Balasore,Odisha
245035036,4665,175,gen,4665,IIT Kharagpur,Chemical Engineering,,4,Balasore,Odisha
245035037,11257,141,gen,11257,,,,,Balasore,Odisha
245035047,10537,143,gen,10537,IIT Patna,Mechanical Engineering,,4,Balasore,Odisha
245035060,,,PREP-SC,6775,,,,,Balasore,Odisha
245035075,12851,136,gen,12851,IIT Dharwad,Engineering Physics,,4,Balasore,Odisha
245036006,,,PREP-SC-PwD,13,IIT Guwahati,Electronics and Communication Engineering,,4,Berhampur-Ganjam,Odisha
245036018,7862,154,gen,7862,,,,,Berhampur-Ganjam,Odisha
245036026,,,PREP-SC,6101,,,,,Berhampur-Ganjam,Odisha
245036028,,,PREP-SC,3271,,,,,Berhampur-Ganjam,Odisha
245036038,17645,124,EWS,2506,,,,,Berhampur-Ganjam,Odisha
245036094,22067,115,gen,22067,,,,,Berhampur-Ganjam,Odisha
245036101,,105,OBC,7593,,,,,Berhampur-Ganjam,Odisha
245036104,8948,149,gen,8948,,,,,Berhampur-Ganjam,Odisha
245036107,22088,115,EWS,3299,,,,,Berhampur-Ganjam,Odisha
245036120,7379,157,OBC,1540,IIT Kharagpur,Mechanical Engineering,,4,Berhampur-Ganjam,Odisha
245036127,,,PREP-SC,7021,,,,,Berhampur-Ganjam,Odisha
245036140,24438,111,gen,24438,,,,,Berhampur-Ganjam,Odisha
245036143,,98,OBC,9109,,,,,Berhampur-Ganjam,Odisha
245036146,,100,OBC,8591,,,,,Berhampur-Ganjam,Odisha
245037001,18579,122,gen,18579,,,,,Berhampur-Ganjam,Odisha
245037005,,100,EWS,4962,,,,,Berhampur-Ganjam,Odisha
245037015,14750,130,SC,389,IIT Roorkee,Electronics and Communication Engineering,,4,Berhampur-Ganjam,Odisha
245037019,,54,SC,5579,,,,,Berhampur-Ganjam,Odisha
245037021,,111,OBC,6274,,,,,Berhampur-Ganjam,Odisha
245037027,14528,131,OBC,3469,,,,,Berhampur-Ganjam,Odisha
245037034,19514,120,SC,578,IIT Guwahati,Electronics and Electrical Engineering,,4,Berhampur-Ganjam,Odisha
245037057,,,PREP-SC,731,,,,,Berhampur-Ganjam,Odisha
245037061,15913,128,gen,15913,IIT (ISM) Dhanbad,Applied Geology,,5,Berhampur-Ganjam,Odisha
245037066,16233,127,OBC,3957,IIT Kharagpur,Mining Engineering,,4,Berhampur-Ganjam,Odisha
245037078,,62,SC,4168,IIT Kharagpur,Exploration Geophysics,,4,Berhampur-Ganjam,Odisha
245037082,19405,120,EWS,2791,,,,,Berhampur-Ganjam,Odisha
245038002,15131,129,CRLPwD,20,IIT Kharagpur,Computer Science and Engineering,,4,Bhubaneswar,Odisha
245038008,,,PREP-CRL-PwD,65,,,,,Bhubaneswar,Odisha
245038021,,,PREP-OBC-PwD,106,IIT Bombay,Engineering Physics,,4,Bhubaneswar,Odisha
245038022,,,PREP-CRL-PwD,134,,,,,Bhubaneswar,Odisha
245038024,,,PREP-OBC-PwD,17,,,,,Bhubaneswar,Odisha
245038028,,,PREP-CRL-PwD,192,,,,,Bhubaneswar,Odisha
245038030,,73,CRLPwD,63,IIT Bombay,Industrial Engineering and Operations Research,,4,Bhubaneswar,Odisha
245038036,1641,214,gen,1641,IIT Kharagpur,Electrical Engineering,,4,Bhubaneswar,Odisha
245038037,7757,155,gen,7757,IIT (BHU) Varanasi,Chemical Engineering,,4,Bhubaneswar,Odisha
245038039,17353,124,gen,17353,,,,,Bhubaneswar,Odisha
245038045,14303,131,gen,14303,,,,,Bhubaneswar,Odisha
245038050,9580,147,gen,9580,IIT Kharagpur,Agricultural and Food Engineering,,4,Bhubaneswar,Odisha
245038054,,86,SC,1852,IIT Kanpur,Materials Science and Engineering,,4,Bhubaneswar,Odisha
245038057,14298,132,gen,14298,IIT Bhubaneswar,Civil Engineering,,4,Bhubaneswar,Odisha
245038059,,62,SC,4182,,,,,Bhubaneswar,Odisha
245038070,19071,121,gen,19071,IIT Kharagpur,Chemistry,,4,Bhubaneswar,Odisha
245038079,8239,152,gen,8239,,,,,Bhubaneswar,Odisha
245038080,4370,177,gen,4370,IIT Kharagpur,Chemical Engineering,,4,Bhubaneswar,Odisha
245038082,6467,162,gen,6467,,,,,Bhubaneswar,Odisha
245038084,,,PREP-SC,4889,,,,,Bhubaneswar,Odisha
245038088,,,PREP-SC,6216,,,,,Bhubaneswar,Odisha
245038110,20002,119,gen,20002,,,,,Bhubaneswar,Odisha
245038111,,98,OBC,9080,,,,,Bhubaneswar,Odisha
245038112,19304,120,gen,19304,,,,,Bhubaneswar,Odisha
245038115,21001,117,gen,21001,,,,,Bhubaneswar,Odisha
245038123,13861,133,gen,13861,IIT Guwahati,Engineering Physics,,4,Bhubaneswar,Odisha
245038124,,58,SC,4850,,,,,Bhubaneswar,Odisha
245038125,6501,162,gen,6501,,,,,Bhubaneswar,Odisha
245038131,,,PREP-SC,4892,,,,,Bhubaneswar,Odisha
245038136,21570,116,gen,21570,,,,,Bhubaneswar,Odisha
245038146,6191,164,gen,6191,IIT Patna,Electrical and Electronics Engineering,,4,Bhubaneswar,Odisha
245038154,19549,120,OBC,4903,,,,,Bhubaneswar,Odisha
245038157,1704,212,gen,1704,IIT Delhi,Mechanical Engineering,,4,Bhubaneswar,Odisha
245038159,24430,111,OBC,6335,,,,,Bhubaneswar,Odisha
245038161,9875,146,gen,9875,IIT (ISM) Dhanbad,Mechanical Engineering,,4,Bhubaneswar,Odisha
245038169,10719,142,gen,10719,,,,,Bhubaneswar,Odisha
245038170,,,PREP-SC,1697,,,,,Bhubaneswar,Odisha
245038179,,76,SC,2549,IIT Bhubaneswar,Civil Engineering,,4,Bhubaneswar,Odisha
245038180,24839,110,gen,24839,,,,,Bhubaneswar,Odisha
245038185,7966,154,gen,7966,IIT Kharagpur,Biotechnology and Biochemical Engineering,,4,Bhubaneswar,Odisha
245038196,,,PREP-SC,4575,,,,,Bhubaneswar,Odisha
245038197,21810,115,OBC,5544,,,,,Bhubaneswar,Odisha
245038198,,98,OBC,9048,,,,,Bhubaneswar,Odisha
245038199,,,PREP-SC,2492,,,,,Bhubaneswar,Odisha
245038200,11551,140,gen,11551,IIT Goa,Mechanical Engineering,,4,Bhubaneswar,Odisha
245038207,9140,149,gen,9140,,,,,Bhubaneswar,Odisha
245038213,,54,SC,5536,,,,,Bhubaneswar,Odisha
245038217,8004,153,gen,8004,,,,,Bhubaneswar,Odisha
245038221,19868,119,EWS,2882,,,,,Bhubaneswar,Odisha
245038225,14071,132,OBC,3329,,,,,Bhubaneswar,Odisha
245038226,13604,133,gen,13604,,,,,Bhubaneswar,Odisha
245038227,,57,SC,4912,,,,,Bhubaneswar,Odisha
245038233,6497,162,OBC,1321,IIT Kharagpur,Mechanical Engineering,,4,Bhubaneswar,Odisha
245038236,22603,114,SC,700,IIT (BHU) Varanasi,Electronics Engineering,,4,Bhubaneswar,Odisha
245038255,9215,148,gen,9215,IIT Kanpur,Chemistry,,4,Bhubaneswar,Odisha
245038265,,55,ST,1665,,,,,Bhubaneswar,Odisha
245038267,,,PREP-SC,1233,,,,,Bhubaneswar,Odisha
245038269,7918,154,gen,7918,IIT Ropar,Mechanical Engineering,,4,Bhubaneswar,Odisha
245038274,2192,203,gen,2192,IIT (ISM) Dhanbad,Computer Science and Engineering,,4,Bhubaneswar,Odisha
245038276,25914,109,EWS,3998,,,,,Bhubaneswar,Odisha
245038281,8813,150,gen,8813,IIT Bhubaneswar,Mechanical Engineering,,4,Bhubaneswar,Odisha
245038284,,,PREP-ST,2160,,,,,Bhubaneswar,Odisha
245038285,6610,161,EWS,772,IIT Kharagpur,Industrial and Systems Engineering,,4,Bhubaneswar,Odisha
245038289,2922,192,gen,2922,IIT (BHU) Varanasi,Electrical Engineering,,4,Bhubaneswar,Odisha
245038290,,,PREP-SC,4436,,,,,Bhubaneswar,Odisha
245038293,24845,110,gen,24845,,,,,Bhubaneswar,Odisha
245038300,,,PREP-SC,1463,,,,,Bhubaneswar,Odisha
245038303,11970,138,gen,11970,IIT Bhubaneswar,Civil Engineering,,4,Bhubaneswar,Odisha
245038308,15621,128,gen,15621,IIT Palakkad,Civil Engineering,,4,Bhubaneswar,Odisha
245038312,,,PREP-SC,1627,,,,,Bhubaneswar,Odisha
245038315,18126,123,EWS,2587,,,,,Bhubaneswar,Odisha
245038316,1909,207,OBC,321,IIT Guwahati,Computer Science and Engineering,,4,Bhubaneswar,Odisha
245038317,,62,SC,4187,,,,,Bhubaneswar,Odisha
245038319,15407,129,gen,15407,,,,,Bhubaneswar,Odisha
245038326,4653,175,gen,4653,IIT Patna,Mathematics and Computing,,4,Bhubaneswar,Odisha
245038342,7326,157,gen,7326,IIT (BHU) Varanasi,Chemical Engineering,,4,Bhubaneswar,Odisha
245038343,10096,145,OBC,2233,IIT Delhi,Materials Engineering,,4,Bhubaneswar,Odisha
245038354,22228,115,gen,22228,,,,,Bhubaneswar,Odisha
245038356,20665,118,gen,20665,,,,,Bhubaneswar,Odisha
245038361,3080,191,gen,3080,IIT Roorkee,Mechanical Engineering,,4,Bhubaneswar,Odisha
245038363,,56,SC,5254,,,,,Bhubaneswar,Odisha
245038366,,,PREP-ST,2957,,,,,Bhubaneswar,Odisha
245038372,13849,133,EWS,1876,,,,,Bhubaneswar,Odisha
245038377,11883,139,gen,11883,,,,,Bhubaneswar,Odisha
245038391,,90,SC,1582,IIT Guwahati,Civil Engineering,,4,Bhubaneswar,Odisha
245038392,1165,227,gen,1165,IIT Kharagpur,Electronics and Electrical Communication Engineering,,4,Bhubaneswar,Odisha
245038393,,,PREP-ST,819,,,,,Bhubaneswar,Odisha
245038400,2542,197,gen,2542,IIT Kanpur,Mechanical Engineering,,4,Bhubaneswar,Odisha
245038403,13049,135,gen,13049,IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology,,4,Bhubaneswar,Odisha
245038407,7744,155,gen,7744,IIT Kharagpur,Mechanical Engineering,,4,Bhubaneswar,Odisha
245038411,1849,210,OBC,303,IIT Bombay,Electrical Engineering,,4,Bhubaneswar,Odisha
245038423,,87,SC,1785,IIT (BHU) Varanasi,Chemical Engineering,,4,Bhubaneswar,Odisha
245038427,18468,122,OBC,4584,IIT Kharagpur,Exploration Geophysics,,4,Bhubaneswar,Odisha
245038434,21506,116,gen,21506,,,,,Bhubaneswar,Odisha
245038436,1997,207,gen,1997,IIT Delhi,Chemical Engineering,,4,Bhubaneswar,Odisha
245038437,9266,148,gen,9266,,,,,Bhubaneswar,Odisha
245038440,,63,SC,4014,,,,,Bhubaneswar,Odisha
245038441,5778,166,gen,5778,IIT Guwahati,Chemical Science and Technology,,4,Bhubaneswar,Odisha
245038448,17668,124,gen,17668,,,,,Bhubaneswar,Odisha
245038454,,105,OBC,7450,IIT Bhubaneswar,Civil Engineering,,4,Bhubaneswar,Odisha
245038455,,,PREP-SC,738,,,,,Bhubaneswar,Odisha
245039005,,104,EWS,4571,,,,,Bhubaneswar,Odisha
245039011,15461,129,gen,15461,,,,,Bhubaneswar,Odisha
245039021,10282,144,EWS,1335,IIT Kharagpur,Metallurgical and Materials Engineering,,4,Bhubaneswar,Odisha
245039022,21958,115,OBC,5592,,,,,Bhubaneswar,Odisha
245039027,23897,112,gen,23897,,,,,Bhubaneswar,Odisha
245039029,24370,111,gen,24370,,,,,Bhubaneswar,Odisha
245039030,,,PREP-SC,1428,,,,,Bhubaneswar,Odisha
245039033,1211,224,gen,1211,IIT Kanpur,Electrical Engineering,,4,Bhubaneswar,Odisha
245039034,,89,SC,1608,,,,,Bhubaneswar,Odisha
245039041,,102,SC,1019,IIT Bhubaneswar,Electronics and Communication Engineering,,4,Bhubaneswar,Odisha
245039042,,,PREP-ST,1354,,,,,Bhubaneswar,Odisha
245039050,3744,183,gen,3744,IIT Roorkee,Chemical Engineering,,4,Bhubaneswar,Odisha
245039052,2377,200,gen,2377,IIT Kharagpur,Mechanical Engineering,,4,Bhubaneswar,Odisha
245039053,3796,183,gen,3796,,,,,Bhubaneswar,Odisha
245039058,22143,115,gen,22143,,,,,Bhubaneswar,Odisha
245039062,7733,155,OBC,1626,IIT Kharagpur,Mechanical Engineering,,4,Bhubaneswar,Odisha
245039067,18582,122,gen,18582,IIT Bhubaneswar,Mechanical Engineering,,4,Bhubaneswar,Odisha
245039071,,,PREP-SC,4702,,,,,Bhubaneswar,Odisha
245039077,19441,120,gen,19441,,,,,Bhubaneswar,Odisha
245039079,8852,150,gen,8852,IIT (ISM) Dhanbad,Mechanical Engineering,,4,Bhubaneswar,Odisha
245039099,,107,SC,869,IIT Ropar,Mathematics and Computing,,4,Bhubaneswar,Odisha
245039106,,,PREP-SC,6984,,,,,Bhubaneswar,Odisha
245039109,18985,121,gen,18985,,,,,Bhubaneswar,Odisha
245039110,,,PREP-SC,5641,,,,,Bhubaneswar,Odisha
245039112,19018,121,gen,19018,,,,,Bhubaneswar,Odisha
245039114,13447,134,gen,13447,,,,,Bhubaneswar,Odisha
245039120,20678,118,gen,20678,,,,,Bhubaneswar,Odisha
245039121,,55,ST,1672,,,,,Bhubaneswar,Odisha
245039125,8177,153,OBC,1741,IIT Kharagpur,Aerospace Engineering,,4,Bhubaneswar,Odisha
245039130,10909,142,OBC,2433,,,,,Bhubaneswar,Odisha
245039131,24970,110,EWS,3828,,,,,Bhubaneswar,Odisha
245039138,,,PREP-SC,2959,,,,,Bhubaneswar,Odisha
245039139,16749,126,gen,16749,,,,,Bhubaneswar,Odisha
245039141,1382,221,SC,22,IIT Bombay,Computer Science and Engineering,,4,Bhubaneswar,Odisha
245039144,3531,185,gen,3531,IIT Roorkee,Chemical Engineering,,4,Bhubaneswar,Odisha
245039145,4972,172,gen,4972,IIT Indore,Mechanical Engineering,,4,Bhubaneswar,Odisha
245039146,25846,109,gen,25846,,,,,Bhubaneswar,Odisha
245039149,829,237,gen,829,IIT Guwahati,Data Science and Artificial Intelligence,,4,Bhubaneswar,Odisha
245039154,3534,185,gen,3534,IIT Kharagpur,Industrial and Systems Engineering,,4,Bhubaneswar,Odisha
245039175,,55,SC,5326,,,,,Bhubaneswar,Odisha
245039176,11462,140,gen,11462,,,,,Bhubaneswar,Odisha
245039183,2076,205,gen,2076,IIT Gandhinagar,Computer Science and Engineering,,5,Bhubaneswar,Odisha
245039210,2887,193,gen,2887,IIT Kharagpur,Mechanical Engineering,,4,Bhubaneswar,Odisha
245039211,,99,SC,1120,IIT Kharagpur,Chemical Engineering,,4,Bhubaneswar,Odisha
245039220,19338,120,gen,19338,,,,,Bhubaneswar,Odisha
245039221,24980,110,SC,801,IIT Kanpur,Mechanical Engineering,,4,Bhubaneswar,Odisha
245039236,12857,136,EWS,1728,,,,,Bhubaneswar,Odisha
245039237,24232,111,gen,24232,,,,,Bhubaneswar,Odisha
245039249,956,233,OBC,143,IIT Delhi,Mathematics and Computing,,4,Bhubaneswar,Odisha
245039258,,90,SC,1527,,,,,Bhubaneswar,Odisha
245039261,4028,180,OBC,748,IIT Bombay,Mechanical Engineering,,4,Bhubaneswar,Odisha
245039273,,68,SC,3457,,,,,Bhubaneswar,Odisha
245039283,2093,205,gen,2093,IIT Guwahati,Electronics and Electrical Engineering,,4,Bhubaneswar,Odisha
245039285,8550,151,OBC,1849,IIT (BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,,5,Bhubaneswar,Odisha
245039291,19316,120,gen,19316,IIT Kharagpur,Exploration Geophysics,,4,Bhubaneswar,Odisha
245039292,5360,169,gen,5360,,,,,Bhubaneswar,Odisha
